userName,reviews,score,thumbsUpCount,reviewCreatedVersion,at,sentiment,noun,dominant_topic,confidence,dominant_topic_theme
Erika P Wulandari,kacau,1,0,4.8.1,2018-07-10 09:16:39,Negative,['kacau'],7,0.9090758485490187,app performance
Gilang Raditio,aplikasi noob,1,0,missing,2018-07-10 08:51:51,Negative,"['aplikasi', 'noob']",9,0.9523608860326046,error
Newbie Gaming1612,alah human unlock human,2,0,missing,2018-07-10 07:24:14,Negative,"['unlock', 'human']",3,0.9523809500328971,pembayaran
Wildan peratama,maaf kasih bintang belanja onlaine,1,0,4.8.1,2018-07-10 01:07:32,Negative,"['kasih', 'bintang', 'belanja', 'onlaine']",9,0.5755591203412193,error
Pengguna Google,kesal aplikasi unduh masuk tolong diperbaiki kesusahan masuknya tambahkan bintang,1,0,4.8.1,2018-07-09 20:27:36,Negative,"['kesal', 'aplikasi', 'masuk', 'diperbaiki', 'kesusahan', 'masuknya', 'tambahkan', 'bintang']",6,0.0381568462081982,akun
Budi Uciha,order minuman bermerek indragiri hilir pengin,1,1,4.8.1,2018-07-09 19:22:52,Negative,"['order', 'minuman', 'bermerek', 'indragiri', 'hilir', 'pengin']",1,0.711476260573909,kredit
Made Vrilya,lawas,2,0,missing,2018-07-09 14:00:54,Negative,['lawas'],9,0.9090528629639811,error
Winda Bta,asli abal,2,0,missing,2018-07-09 06:50:40,Negative,"['asli', 'abal']",8,0.9523624391255308,iklan
Faisal Faisal,mencari produk barang muncul ya lengkap mohon bantuannya,1,0,4.8.1,2018-07-08 18:02:15,Negative,"['mencari', 'produk', 'barang', 'muncul', 'lengkap', 'mohon', 'bantuannya']",2,0.4943948904309282,pencarian
Pengguna Google,layan bayar layan pengiriman terbatas,2,0,4.8.1,2018-07-08 15:48:10,Negative,"['bayar', 'pengiriman', 'terbatas']",2,0.06789020678256028,pencarian
Argus G,ngentot,1,0,missing,2018-07-08 15:38:04,Negative,['ngentot'],1,0.9090801445620746,kredit
Budi Setiawan,perluas wilayah sampai malang jawa timur pakai home credit terima kasih,2,1,4.8.1,2018-07-08 07:25:45,Negative,"['perluas', 'wilayah', 'malang', 'jawa', 'timur', 'pakai', 'home', 'credit', 'terima', 'kasih']",5,0.33140844469893305,ongkir
Leo Padeni#014,papua ongkirnya sangat mending beli toko,1,0,4.8.1,2018-07-08 00:26:52,Negative,"['papua', 'mending', 'toko']",5,0.96773618645758,ongkir
Abdul Rozak,jancuk pengin duek ngistal dewe anjing jancuk patek,1,0,missing,2018-07-07 23:46:04,Negative,"['jancuk', 'pengin', 'duek', 'dewe', 'anjing', 'jancuk', 'patek']",4,0.8102566975863116,order
Pratama Motovlog,login,1,1,4.8.1,2018-07-07 23:10:01,Negative,['login'],6,0.9090908028789971,akun
SerbaSerbiTV -,cekewa transaksi akulaki gal terus maunya homas,1,0,missing,2018-07-07 21:11:16,Negative,"['cekewa', 'transaksi', 'maunya', 'homas']",4,0.6300577272249763,order
Akad Nikah,membeli,1,0,4.8.1,2018-07-07 18:23:52,Negative,['membeli'],4,0.9090213704781523,order
Jenny Ri,kasih nanti wilayah kalimantan timur geratis ongkirnya,2,0,missing,2018-07-07 15:21:24,Negative,"['kasih', 'wilayah', 'kalimantan', 'timur', 'geratis', 'ongkirnya']",5,0.6867393575174493,ongkir
Pengguna Google,stoknya,2,1,4.8.1,2018-07-07 15:12:14,Negative,['stoknya'],0,0.909086226467556,barang
Visca Safitrie,harga mahal,2,1,4.8.1,2018-07-07 14:11:15,Negative,"['harga', 'mahal']",5,0.952377518097859,ongkir
taqyudin,total pembayaran berbeda transparan,1,1,4.8.1,2018-07-07 08:46:50,Negative,"['pembayaran', 'berbeda', 'transparan']",4,0.9677265788479035,order
Yonnas Ronsumbre,aplikasinya lebih baik lazada shoppe,2,0,4.8.1,2018-07-06 21:00:56,Negative,['shoppe'],1,0.9090850748229596,kredit
ribka yani,unduh aplikasi nhgak,2,0,missing,2018-07-06 19:40:15,Negative,"['aplikasi', 'nhgak']",6,0.9523407685813995,akun
Pengguna Google,gadanta cari muncul kick,1,3,4.8.1,2018-07-06 19:14:12,Negative,"['gadanta', 'cari', 'muncul', 'kick']",2,0.9756006841505734,pencarian
alfon rizaldi,pembatalan duit kupon ditarik danya apps store,1,1,4.8.1,2018-07-06 18:51:30,Negative,"['pembatalan', 'duit', 'kupon', 'ditarik', 'danya', 'apps', 'store']",3,0.8196697669693571,pembayaran
Faisal Anwar,blokir keminfo bowo,1,0,missing,2018-07-06 17:17:19,Negative,"['blokir', 'keminfo', 'bowo']",6,0.9677419347983469,akun
Mega Mega,pengiriman lambat kabar barang sedah proses apapun pengiriman gosend grab send menunggu,2,0,4.8.1,2018-07-06 14:43:59,Negative,"['pengiriman', 'lambat', 'kabar', 'barang', 'sedah', 'proses', 'gosend', 'grab', 'send', 'menunggu']",4,0.9900980141505931,order
Pengguna Google,syka,1,0,missing,2018-07-05 20:47:02,Negative,['syka'],3,0.909090902436202,pembayaran
Pengguna Google,sulit menjawab pelanggan,1,0,missing,2018-07-05 20:41:42,Negative,"['sulit', 'pelanggan']",7,0.17672381613742766,app performance
Wawan Sumarno,ndatau,1,0,4.8.1,2018-07-05 18:19:54,Negative,['ndatau'],6,0.9090909041758,akun
Pengguna Google,bintang produk sudah kasih bintang,1,0,missing,2018-07-05 17:10:50,Negative,"['bintang', 'produk', 'kasih', 'bintang']",9,0.9756048870837625,error
Pengguna Google,download uninstall masuk verikasi number bagaimana,1,0,missing,2018-07-05 14:18:23,Negative,"['download', 'masuk', 'verikasi', 'number']",6,0.9755861116703942,akun
ALAN KURNIAWAN,aplikasi prosesnya pesan juni sekarang dikirim kapok belanja aplikasi,1,0,missing,2018-07-05 14:08:36,Negative,"['aplikasi', 'prosesnya', 'juni', 'dikirim', 'kapok', 'belanja', 'aplikasi']",4,0.7485676845903438,order
Cheila Zahra Azhalia,daftar akun gangguan tolong benarkan okeeh,2,0,4.8.1,2018-07-05 11:27:05,Negative,"['daftar', 'akun', 'gangguan', 'benarkan', 'okeeh']",6,0.719364464826801,akun
Ninis Chairulloh,aplikasi penipu sudah bayar suruh menunggu dilihat terbatalkan uang masuk limit kartu kredit berkurang bagaimana dana uangnya seratus duaratus ribu sejutaan bagaimana aplikasi begini lebih baik pakai lazada aman terpercaya aplikasi penipu kembalikan uang dibatalkan,1,25,4.8.1,2018-07-05 10:29:27,Negative,"['aplikasi', 'penipu', 'bayar', 'suruh', 'menunggu', 'terbatalkan', 'masuk', 'limit', 'kartu', 'kredit', 'berkurang', 'dana', 'seratus', 'duaratus', 'ribu', 'sejutaan', 'aplikasi', 'pakai', 'lazada', 'aman', 'terpercaya', 'aplikasi', 'penipu', 'kembalikan', 'dibatalkan']",3,0.4425112687596376,pembayaran
Pengguna Google,bagaimana bayar,1,0,missing,2018-07-05 10:16:57,Negative,['bayar'],3,0.909085931588252,pembayaran
Barlian Adi Wijaya,tew,1,0,missing,2018-07-05 01:12:09,Negative,['tew'],8,0.90909090542823,iklan
Pengguna Google,aplukasi bala,2,0,missing,2018-07-04 19:38:12,Negative,"['aplukasi', 'bala']",4,0.9523640131505035,order
Pengguna Google,lumayan karena komentarnya mohon uang tolong,2,3,4.8.1,2018-07-04 15:22:50,Negative,"['komentarnya', 'mohon', 'uang', 'tolong']",2,0.9755994508298336,pencarian
Tri Ardi Arisandi,sangat standar pelayan semestinya consumen,1,4,4.8.1,2018-07-04 13:25:34,Negative,"['standar', 'pelayan', 'semestinya', 'consumen']",0,0.9756077368987243,barang
449. Chairunnisa Chinta Amalia,enggak bisa memasuki kode kupon tiket pesawat,1,0,4.8.1,2018-07-04 11:08:32,Negative,"['memasuki', 'kode', 'kupon', 'tiket', 'pesawat']",6,0.6981343120322703,akun
adham fakhri,system,1,1,4.8.1,2018-07-03 23:38:45,Negative,['system'],7,0.9090667165597878,app performance
dizaa,like aps install thism,1,0,missing,2018-07-03 17:14:00,Negative,"['aps', 'install', 'thism']",7,0.9677415037802063,app performance
Pandu Aditya Putra,cupu,1,0,missing,2018-07-03 15:16:11,Negative,['cupu'],4,0.9090796864664286,order
HUMAN WORKOUT,aplikasi daftar imail terdaftar klik lupa password kesalahan ulang sandi sesuai imel begini anjing install,2,18,4.8.1,2018-07-03 13:56:26,Negative,"['daftar', 'imail', 'terdaftar', 'klik', 'lupa', 'password', 'kesalahan', 'sandi', 'sesuai', 'imel', 'anjing', 'install']",6,0.8756215976247238,akun
Valencia Kumala putri X IPA 5,iklan tahi ngekiin,1,0,missing,2018-07-03 13:54:04,Negative,"['iklan', 'tahi', 'ngekiin']",8,0.9677419352270685,iklan
Stenley,kampret pakai sponsor,1,1,4.8.1,2018-07-03 12:24:19,Negative,"['pakai', 'sponsor']",8,0.16455860424496438,iklan
Nana Yuliana,beli tiket pesawat susah aplikasi memasukkan data tanggal lahir susah scroll samping lahir sibuk scroll keburu time beli tiket terbuang mudah transaksi desktop,2,0,missing,2018-07-03 11:37:06,Negative,"['beli', 'tiket', 'pesawat', 'susah', 'aplikasi', 'memasukkan', 'data', 'susah', 'scroll', 'samping', 'sibuk', 'scroll', 'keburu', 'time', 'tiket', 'terbuang', 'mudah', 'transaksi', 'desktop']",6,0.5397865091024984,akun
Pengguna Google,barang sampai,2,0,missing,2018-07-03 08:24:23,Negative,['barang'],0,0.9090666008651925,barang
Muhamad Rivan,bacot,1,0,missing,2018-07-03 06:31:26,Negative,['bacot'],8,0.9090909088659842,iklan
Surya Angga Pratama,aplikasinya dibuka tulisan,2,0,4.8.1,2018-07-03 03:01:18,Negative,"['aplikasinya', 'dibuka', 'tulisan']",6,0.967709530930912,akun
Muhammad B Arifin,bintang gay,1,0,missing,2018-07-03 02:33:18,Negative,"['bintang', 'gay']",9,5.751266795112621e-05,error
guntur sukoco,aplikasi pembelian pelayan memuaskan mending paket aplikasi tetangga pelayan memuaskan,1,1,4.8.1,2018-07-02 21:57:05,Negative,"['aplikasi', 'pelayan', 'memuaskan', 'mending', 'paket', 'aplikasi', 'tetangga', 'pelayan', 'memuaskan']",0,0.4350695889685772,barang
velencia avisha,pemesan tiketnya loadingnya harga berubah maskapainya,1,0,4.8.1,2018-07-02 20:38:42,Negative,"['tiketnya', 'loadingnya', 'harga', 'berubah', 'maskapainya']",5,0.24755593603412562,ongkir
Pengguna Google,kasih bintang karena mencoba memuaskan bintangnya,1,0,missing,2018-07-02 20:27:10,Negative,"['kasih', 'bintang', 'mencoba', 'memuaskan', 'bintangnya']",9,0.9803865130829523,error
fahmi ishaq,tanyak rumah nama bagaimana mencari alamat,1,0,missing,2018-07-02 17:06:42,Negative,"['tanyak', 'rumah', 'nama', 'mencari', 'alamat']",2,0.9803890397153104,pencarian
Akbar Swadaya,mencoba lancar kasih star,1,0,4.8.1,2018-07-02 16:22:00,Negative,"['mencoba', 'lancar', 'kasih', 'star']",9,0.9756049376127223,error
Liscorpio Pio Ngl,harga barang ongkirm iklan gratis ongkos kirim bagaimana,2,4,4.8.1,2018-07-02 14:35:42,Negative,"['harga', 'barang', 'ongkirm', 'iklan', 'gratis', 'ongkos', 'kirim']",5,0.6702570764725942,ongkir
IMAM MUARIF_,pesan jasa gosend sameday sampai alamat ditemukan payah belanja aplikasi pakai alamat,1,5,4.8.1,2018-07-02 13:03:08,Negative,"['jasa', 'gosend', 'ditemukan', 'payah', 'belanja', 'aplikasi', 'pakai', 'alamat']",6,0.037110940132816995,akun
Muhamad Efendi,menghubungi penjual barang pengiriman paket,1,6,4.8.1,2018-07-02 10:23:24,Negative,"['menghubungi', 'barang', 'pengiriman', 'paket']",4,0.9756044515371385,order
Artis Tidak Dikenal,terpaksa karena melalu link menipu anjing,1,0,missing,2018-07-02 06:30:40,Negative,"['terpaksa', 'melalu', 'link', 'menipu', 'anjing']",8,0.26036451788238635,iklan
Pengguna Google,mahal mending lazada murah,2,0,4.8.1,2018-07-01 23:56:10,Negative,"['mahal', 'mending', 'murah']",5,0.967738525814464,ongkir
Fazira Putra,ngetokna iklan payu diiklan iklana,1,0,missing,2018-07-01 20:54:24,Negative,"['iklan', 'payu', 'diiklan', 'iklana']",8,5.375364937936732e-05,iklan
Nur Kholik,verifikasa,1,0,missing,2018-07-01 20:12:54,Negative,['verifikasa'],4,0.9090908998464216,order
Pengguna Google,bintang,1,0,missing,2018-07-01 19:53:44,Negative,['bintang'],9,0.9090909087046165,error
Pengguna Google,kasih bintang unduh sudah hasilnya kasih bintang benar pembayaran cash delivery terima kasih,1,0,missing,2018-07-01 12:29:42,Negative,"['kasih', 'bintang', 'hasilnya', 'kasih', 'bintang', 'pembayaran', 'cash', 'delivery', 'terima', 'kasih']",9,0.6628345710982467,error
TARWAD UHI,kayak itil bocah unduh itil,1,0,missing,2018-07-01 11:47:37,Negative,"['itil', 'bocah', 'unduh', 'itil']",8,0.6451591008281715,iklan
Krisdianingsih Pringgosardjono,paham,1,0,missing,2018-07-01 09:35:59,Negative,['paham'],1,0.9090741131294136,kredit
Pengguna Google,kasih bintang lancar kasih bintang,2,0,missing,2018-07-01 09:28:18,Negative,"['kasih', 'bintang', 'lancar', 'kasih', 'bintang']",9,0.9803914460377028,error
Pengguna Google,barang jual,1,1,4.8.1,2018-07-01 09:05:16,Negative,"['barang', 'jual']",5,0.035052648937152216,ongkir
Pengguna Google,hoblo,1,0,missing,2018-07-01 06:40:01,Negative,['hoblo'],4,0.9090908998464216,order
Essa Panglimae,mahal beli barang harga total pembayaran,1,0,4.8.1,2018-06-30 20:19:07,Negative,"['mahal', 'beli', 'barang', 'harga', 'pembayaran']",0,0.10332950116269332,barang
Pengguna Google,satu tahbah sepuluh komen pedas,1,1,4.8.1,2018-06-30 15:46:38,Negative,"['tahbah', 'sepuluh', 'komen', 'pedas']",4,0.9756026350443148,order
Pengguna Google,benci,1,0,missing,2018-06-30 15:20:39,Negative,['benci'],2,0.9090870900996405,pencarian
Njum RahMadina,payah kebanyakan cash delivery barang komplit,1,0,4.4.7,2018-06-30 13:33:13,Negative,"['payah', 'cash', 'delivery', 'barang', 'komplit']",4,0.5988159189516694,order
Revlan Black,bintang beli diamon,1,0,missing,2018-06-30 13:21:21,Negative,"['bintang', 'beli', 'diamon']",4,0.4285602247007559,order
MARC alfaraby,iklan dimana laku susah,1,0,missing,2018-06-30 13:18:13,Negative,"['iklan', 'dimana', 'susah']",8,0.5315931070552459,iklan
Rifat Ibnu Hakim,kampreto,1,0,missing,2018-06-30 08:40:21,Negative,['kampreto'],4,0.9090908998464216,order
Pengguna Google,bayar,2,0,missing,2018-06-30 00:29:39,Negative,['bayar'],3,0.909085931588252,pembayaran
"A, supriadi",tolong penjual respon let hapus halaman let respon pengiriman parah cepat paket niat uninstall,2,0,missing,2018-06-30 00:01:34,Negative,"['respon', 'let', 'parah', 'cepat', 'paket']",4,0.9803866729702567,order
Pengguna Google,bintang bayar barang bintang karang bintang,1,1,4.8.1,2018-06-29 22:17:52,Negative,"['bintang', 'bayar', 'barang', 'bintang', 'karang', 'bintang']",9,0.7786716018812375,error
Rysikal,otomotif,2,1,4.8.1,2018-06-29 20:21:57,Negative,['otomotif'],4,0.9090909053967876,order
Pengguna Google,mengomong he,1,0,missing,2018-06-29 19:46:48,Negative,['mengomong'],8,0.909077005809307,iklan
Pengguna Google,pengiriman memuaskan,1,0,4.8.1,2018-06-29 17:22:17,Negative,"['pengiriman', 'memuaskan']",4,0.1011402722159336,order
Iki Gaming,kadapai,1,0,missing,2018-06-29 14:44:24,Negative,['kadapai'],0,0.9090909041293205,barang
Pengguna Google,kenapa indonesia bknja berapa kalimantan barat berserta alamat tidak tmukan,2,0,missing,2018-06-29 14:43:07,Negative,"['indonesia', 'bknja', 'kalimantan', 'barat', 'berserta', 'alamat', 'tmukan']",8,0.24386464610581862,iklan
Pengguna Google,enggak masuk,1,1,4.8.1,2018-06-29 12:03:41,Negative,['masuk'],6,0.9090795712409366,akun
Pengguna Google,sudah order dibli belum bagaimana,2,0,missing,2018-06-29 09:15:08,Negative,"['order', 'dibli']",4,0.9523643926846463,order
Rizka Nuraeni,aplikasi menipu harga tiket tampilkan murah proses close ulang harga murah tampilkan proses pembodohann,1,15,4.8.1,2018-06-29 07:48:39,Negative,"['aplikasi', 'menipu', 'harga', 'tiket', 'tampilkan', 'murah', 'proses', 'harga', 'murah', 'tampilkan', 'proses', 'pembodohann']",5,0.037676721468269045,ongkir
Pengguna Google,harga biaya ongkos kirim mahal,1,0,missing,2018-06-29 07:41:31,Negative,"['harga', 'biaya', 'ongkos', 'kirim', 'mahal']",5,0.9803916618651842,ongkir
hadak Wijayanto,banyak iklan,1,0,missing,2018-06-29 00:16:44,Negative,['iklan'],8,0.9090909090862843,iklan
RAHMAT SALENG,haddeeh mengira lengkap dipasar lazadut kalah,1,0,missing,2018-06-28 23:18:47,Negative,"['haddeeh', 'lengkap', 'dipasar', 'lazadut', 'kalah']",1,0.682791569698992,kredit
oppie mitla,noob,1,0,missing,2018-06-28 22:17:06,Negative,['noob'],9,0.9090909088526011,error
Pengguna Google,sika gang main game,1,0,missing,2018-06-28 21:11:08,Negative,"['gang', 'game']",8,0.952366030254689,iklan
Pengguna Google,produk,2,2,4.8.1,2018-06-28 17:49:42,Negative,['produk'],0,0.9090274297475776,barang
Pengguna Google,lebel alamat rumah kantor,1,1,4.8.1,2018-06-28 17:42:44,Negative,"['lebel', 'alamat', 'rumah', 'kantor']",2,0.9756080127308752,pencarian
Pengguna Google,pesan barang pesan,2,0,missing,2018-06-28 16:54:14,Negative,"['barang', 'pesan']",0,0.9523727003584124,barang
Pengguna Google,akoanyo,1,0,missing,2018-06-28 12:42:02,Negative,['akoanyo'],4,0.9090908998464216,order
Pengguna Google,saran dikasih bayar di rumah tolong,2,0,missing,2018-06-28 07:29:13,Negative,"['saran', 'dikasih', 'bayar', 'rumah', 'tolong']",3,0.3752440517704255,pembayaran
arif rahman,kateng,1,0,3.3.5,2018-06-27 21:06:00,Negative,['kateng'],9,0.9090909037324273,error
Historia Reiss,aplikasi miseng dide becibok aplikasi belum besunata aplikasi becibok belum bersih sise,1,2,4.8.1,2018-06-27 14:35:23,Negative,"['aplikasi', 'miseng', 'dide', 'besunata', 'aplikasi', 'bersih', 'sise']",4,0.7556312305286605,order
Yuyun Tobing,kecewaa harga ditawarkan sesuai kenyataan di saat pembayaran alasannya penambahan biaya,1,7,4.8.1,2018-06-27 14:23:39,Negative,"['kecewaa', 'harga', 'ditawarkan', 'sesuai', 'kenyataan', 'pembayaran', 'alasannya', 'penambahan', 'biaya']",5,0.2778858859722355,ongkir
lulunk ZH,kasih bintang mencoba lancar insyaallah bintang kasih saran tolong barang transfer alamat tempat bayar contohnya kayaalfamar indomart ambil mart trsbut,1,91,4.8.1,2018-06-27 11:46:41,Negative,"['kasih', 'bintang', 'mencoba', 'lancar', 'insyaallah', 'bintang', 'kasih', 'saran', 'tolong', 'barang', 'transfer', 'alamat', 'bayar', 'contohnya', 'mart', 'trsbut']",9,0.9044761348246495,error
Hendra Sirait,credit pakai kartu cerdit paya pakai kartu credit,2,0,missing,2018-06-27 11:11:17,Negative,"['credit', 'pakai', 'cerdit', 'paya', 'pakai', 'kartu', 'credit']",1,0.9859129423636521,kredit
ifdal ganteng,download orang unduh nanti lapor polisi penjara,1,0,missing,2018-06-27 09:21:03,Negative,"['download', 'orang', 'lapor', 'polisi', 'penjara']",7,0.9803866731289772,app performance
رزان الناصر,mending lazada,1,1,4.8.1,2018-06-27 08:10:49,Negative,"['mending', 'lazada']",5,0.9523698498277302,ongkir
Pengguna Google,unduh aneh,1,0,missing,2018-06-26 21:09:37,Negative,['aneh'],6,0.9090633920309787,akun
Pengguna Google,cheat game nanti apuus,1,0,missing,2018-06-26 18:51:27,Negative,"['cheat', 'game', 'apuus']",0,0.5538521706381276,barang
Pengguna Google,pesan proses doang krmnya order,2,4,4.8.1,2018-06-26 16:11:16,Negative,"['proses', 'doang', 'order']",4,0.9677286107495346,order
lastri widya,kenapa dikasih alamat email mengerti tolong perbaiki,1,2,4.8.1,2018-06-26 13:01:26,Negative,"['dikasih', 'alamat', 'email', 'mengerti', 'perbaiki']",6,0.9803844094005096,akun
Pengguna Google,pesan sprai barang datang sesuai pesan pesan sprai cover datang sprai itupun barang pesan dkemblikan brngnya mohon bantuannya,1,0,missing,2018-06-26 10:30:54,Negative,"['sprai', 'barang', 'sesuai', 'sprai', 'cover', 'sprai', 'barang', 'brngnya', 'mohon', 'bantuannya']",9,0.7063637288903417,error
Asep Nugraha,pesan barang sampai barangnya jakarta utara jakarta selatan menyesal pesan barang,2,13,4.8.1,2018-06-26 00:28:23,Negative,"['barang', 'barangnya', 'jakarta', 'jakarta', 'selatan', 'menyesal', 'pesan', 'barang']",0,0.5221829064022733,barang
Pengguna Google,iseng,1,0,missing,2018-06-25 22:35:38,Negative,['iseng'],2,0.909090908771289,pencarian
Galih Triawan,bayar lazada,1,0,missing,2018-06-25 22:31:36,Negative,"['bayar', 'lazada']",3,0.9523388610882081,pembayaran
Elisya Oktavianty,bagaimana sesuai barang singgah buruk olshopnya enggak jur ribet,1,5,4.8.1,2018-06-25 16:21:57,Negative,"['sesuai', 'barang', 'singgah', 'olshopnya', 'jur', 'ribet']",0,0.9836016248057102,barang
M.Indra Sahputra,dikirim minggu antarkan pesenannya dikirim kebalikan uangku,1,2,4.8.1,2018-06-25 12:14:06,Negative,"['minggu', 'antarkan', 'pesenannya', 'kebalikan', 'uangku']",3,0.9803838717528328,pembayaran
hotmian m rumapea,iklan menganggu hpku bangsat,1,0,missing,2018-06-25 07:14:03,Negative,"['iklan', 'menganggu', 'bangsat']",8,0.9677419354689972,iklan
Pengguna Google,rahmanjr fifahack,2,0,4.8.1,2018-06-24 17:08:02,Negative,"['rahmanjr', 'fifahack']",4,0.9523809491154956,order
Pengguna Google,instal error,1,0,missing,2018-06-24 14:36:06,Negative,['error'],7,0.9090890107785851,app performance
MR .Mochtar,beci,1,0,missing,2018-06-24 10:12:31,Negative,['beci'],4,0.9090908998464216,order
PSYCHOPATH,barang terima penipu,1,0,missing,2018-06-24 09:58:06,Negative,"['barang', 'terima', 'penipu']",0,0.9677297485874395,barang
Muhammad Akmal Anwari,unduh orang sudah pesan batalin rugi hapus iklan penasaran penipuan,1,12,4.8.1,2018-06-24 07:56:57,Negative,"['batalin', 'rugi', 'hapus', 'iklan', 'penasaran', 'penipuan']",3,0.6720956854425013,pembayaran
Pengguna Google,tolong penjelasan bayar barang enggak kirim terima kasih,1,0,missing,2018-06-23 21:57:41,Negative,"['bayar', 'barang', 'kirim', 'kasih']",9,0.10959681365120001,error
Efri.R JOKER,siyalan iklan muncul tengah main iklan gunanya benci aplikasi,1,0,missing,2018-06-23 21:04:44,Negative,"['siyalan', 'iklan', 'muncul', 'iklan', 'gunanya', 'benci', 'aplikasi']",8,0.5774305009639978,iklan
Pengguna Google,lambat,1,0,missing,2018-06-23 16:34:48,Negative,['lambat'],2,0.909068731054442,pencarian
Accha Dastan,nieh kasih bintang,2,0,missing,2018-06-23 15:35:35,Negative,"['kasih', 'bintang']",9,0.9523788849918426,error
Nico Pratama,kelas cari barang iginkan,1,0,missing,2018-06-23 11:16:33,Negative,"['kelas', 'cari', 'barang', 'iginkan']",0,0.5378873089203257,barang
Sugeng Chanel,bermanfaat,2,0,4.8.1,2018-06-23 06:28:42,Negative,['bermanfaat'],9,0.909081194861963,error
Pengguna Google,burukk menunggu harii eh pesan dibatalkan idah bayar bagaimana mohon kembalikan uang sudah lelah menunggu tertipu uang diih bagaimana uang,1,25,4.8.1,2018-06-23 05:52:35,Negative,"['burukk', 'menunggu', 'harii', 'idah', 'bayar', 'mohon', 'kembalikan', 'lelah', 'menunggu', 'tertipu', 'diih', 'uang']",2,0.1027215463785735,pencarian
Pengguna Google,masak daftar enggak masuk enggak,2,0,missing,2018-06-22 22:32:46,Negative,"['masak', 'daftar', 'masuk']",6,0.9677366783891661,akun
Dhorojatun Nurah,bayar ditempat daerah indramayu,1,2,4.8.1,2018-06-22 18:26:17,Negative,"['bayar', 'ditempat', 'daerah', 'indramayu']",3,0.16355721716968064,pembayaran
Hadi Abil,belanja pomade,1,1,4.8.1,2018-06-22 15:14:58,Negative,"['belanja', 'pomade']",8,0.03395398347001138,iklan
Zufrizal SE,mencoba,1,0,missing,2018-06-22 12:39:23,Negative,['mencoba'],9,0.909087113053605,error
Ratu Malaikatun Nisya Azzahwa { Dukun_Santet },kampang,1,0,missing,2018-06-22 12:39:13,Negative,['kampang'],6,0.9090909078679091,akun
Sandii Safa,gratis koin,2,1,4.8.1,2018-06-21 20:07:57,Negative,"['gratis', 'koin']",5,1.4258409196489431e-05,ongkir
Wandi Juan,produk lengkap,2,1,4.8.1,2018-06-21 18:44:20,Negative,"['produk', 'lengkap']",0,0.9523718437731888,barang
Yusuf Draw,gratis ongkos kirim mengirim jakarta kalsel bayarnya ribuan,1,4,4.8.1,2018-06-21 15:32:01,Negative,"['gratis', 'jakarta', 'kalsel', 'bayarnya', 'ribuan']",3,0.3225507376356612,pembayaran
dragon animation serang,pusing pakai uang baik arusnya enggapake duit,1,0,missing,2018-06-21 11:51:51,Negative,"['pusing', 'pakai', 'enggapake', 'duit']",8,0.2627732097578132,iklan
lucas ratte,mencobanya kasih bintang,1,0,missing,2018-06-21 11:37:39,Negative,"['mencobanya', 'kasih', 'bintang']",9,0.967741140205736,error
Pengguna Google,masak dibuka pantek,1,1,4.8.1,2018-06-21 10:35:17,Negative,"['masak', 'dibuka', 'pantek']",6,0.4762094347501427,akun
Dean Wahyudi,alangkah tidur dolod aplikasika,2,0,missing,2018-06-20 21:24:11,Negative,"['alangkah', 'tidur', 'dolod', 'aplikasika']",1,0.9756010823599093,kredit
JENDELA KAWASAN ISLAMI,ngedownload unduh,1,0,missing,2018-06-20 16:24:31,Negative,"['ngedownload', 'unduh']",6,2.4776446086099145e-05,akun
Pengguna Google,susah banget instal,2,0,missing,2018-06-20 15:13:45,Negative,"['susah', 'instal']",3,0.5844327877744705,pembayaran
GAMING PRO,jembut kontol unduh hapus,1,0,missing,2018-06-20 13:55:22,Negative,"['jembut', 'kontol', 'hapus']",7,0.15332009226829274,app performance
Pengguna Google,suka doyanya,1,0,missing,2018-06-20 13:40:19,Negative,['doyanya'],7,0.9090909063700034,app performance
Muhamad Noval,aplikasi hajar,1,0,missing,2018-06-20 11:52:22,Negative,"['aplikasi', 'hajar']",3,0.9523263791355847,pembayaran
Pengguna Google,keterangan bayar hem lazada detil,1,4,4.8.1,2018-06-20 04:14:06,Negative,"['bayar', 'lazada', 'detil']",3,0.9677239043326392,pembayaran
Alfiani Noor,ngecheat,1,0,missing,2018-06-20 00:24:57,Negative,['ngecheat'],2,0.9090909077896997,pencarian
Didin Ilyas,mendownload aplikasi pulsa kuota gratis,1,0,missing,2018-06-19 23:13:51,Negative,"['mendownload', 'aplikasi', 'pulsa', 'kuota', 'gratis']",8,0.6191276238391021,iklan
Yulianto Kosasih,iklan kenyataan beda jangkauan kirim sesuai kenyataan beda lapak jawa iklannya jawa,1,0,missing,2018-06-19 19:28:25,Negative,"['iklan', 'kenyataan', 'kirim', 'sesuai', 'kenyataan', 'beda', 'lapak', 'jawa', 'iklannya', 'jawa']",5,0.05927192865006193,ongkir
Boby Taksuke,bintang coba kalau lengkap murah lapak pindah lapak,2,7,4.8.1,2018-06-19 16:45:31,Negative,"['bintang', 'lengkap', 'murah', 'lapak', 'pindah', 'lapak']",9,0.14095138917417355,error
Pengguna Google,bayar,1,0,missing,2018-06-19 16:13:02,Negative,['bayar'],3,0.909085931588252,pembayaran
Wiran Channel,cilan uang muka harga asli aplikasi penipuan,1,4,4.8.1,2018-06-19 11:11:35,Negative,"['cilan', 'muka', 'harga', 'asli', 'aplikasi', 'penipuan']",8,0.6421114170705693,iklan
